teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0.2,1,0,20,50.143,2.507,3.953,25.857,1.293,0.74,17.571,0.879,0.64,71.857,3.593,5.019,43,2.15,4.173,5,0,12.536,9.689,2.507,1.938,6.464,2.35,1.293,0.47,4.393,1.476,0.879,0.295,17.964,22.092,3.593,4.418,10.75,9.557,2.15,1.911,4,0,10.029,8.075,2.507,2.019,5.171,1.247,1.293,0.312,3.514,0.959,0.879,0.24,14.371,4.213,3.593,1.053,8.6,9.133,2.15,2.283,100,85,0.85,7851,78.51,75.089,25,17.819,21.25,12.275,0.924,0.107,1962.75,1864.703,20,10.64,17.2,2,2,0,A
5,0.2,0,0,20,43.571,2.179,1.091,36.286,1.814,1.072,37.429,1.871,2.447,91.286,4.564,4.801,21.714,1.086,0.8,5,0,10.893,4.317,2.179,0.863,9.071,4.172,1.814,0.834,9.357,4.391,1.871,0.878,22.821,20.212,4.564,4.042,5.429,2.301,1.086,0.46,4,0,8.714,2.335,2.179,0.584,7.257,2.23,1.814,0.558,7.486,4.556,1.871,1.139,18.257,7.688,4.564,1.922,4.343,1.247,1.086,0.312,143,62,0.434,10388,72.643,116.13,35.75,24.672,16,5.196,0.627,0.266,2597,1431.413,28.6,16.28,12.8,2,2,0,A
5,0.4,0,0,20,40.143,2.007,0.942,26.857,1.343,0.963,13.857,0.693,1.049,72.143,3.607,3.051,18.286,0.914,1.236,5,0,10.036,4.773,2.007,0.955,6.714,3.385,1.343,0.677,3.464,1.303,0.693,0.261,18.036,9.827,3.607,1.965,4.571,2.688,0.914,0.538,4,0,8.029,1.657,2.007,0.414,5.371,2.04,1.343,0.51,2.771,2.45,0.693,0.613,14.429,6.454,3.607,1.614,3.657,3.039,0.914,0.76,40,39,0.975,2071,51.775,39.547,13.333,6.182,13,6.377,0.967,0.047,690.333,187.439,10,7.583,9.75,1,1,0,A
5,0.2,0,0,20,44,2.2,1.987,33.857,1.693,1.345,36.571,1.829,2.371,65.543,3.277,4.908,9.429,0.471,0.96,5,0.707,11,5.833,2.09,0.852,8.464,4.499,1.607,0.679,9.143,4.837,1.731,0.878,16.386,15.957,3.026,2.556,2.357,2.7,0.427,0.435,4,0.632,8.8,4.602,2.179,1.093,6.771,2.537,1.705,0.616,7.314,5.037,1.861,1.267,13.109,10.662,3.161,2.659,1.886,1.911,0.471,0.478,222,185,0.833,6309,28.419,18.616,55.5,53.9,46.5,42.193,0.924,0.089,1577.25,1450.782,44.4,39.139,37.2,3,3,0,A
5,0.2,0,0,20,47.357,2.368,1.274,37.929,1.896,1.373,18.929,0.946,0.798,48.143,2.407,2.937,18.071,0.904,0.748,5,0,11.839,7.519,2.368,1.504,9.482,7.562,1.896,1.512,4.732,2.276,0.946,0.455,12.036,11.811,2.407,2.362,4.518,2.476,0.904,0.495,4,0,9.471,2.237,2.368,0.559,7.586,1.479,1.896,0.37,3.786,1.498,0.946,0.375,9.629,4.12,2.407,1.03,3.614,1.152,0.904,0.288,164,151,0.921,11589,70.665,63.51,41,9.083,38.25,6.796,0.942,0.057,2897.25,185.482,32.8,13.775,30.6,1,1,0,A
5,0,0,0,20,38.286,1.914,1.41,27.964,1.398,1.192,23.571,1.179,1.406,59.071,2.954,3.823,33.107,1.655,2.042,5,0,9.571,5.713,1.914,1.143,6.991,4.057,1.398,0.811,5.893,4.526,1.179,0.905,14.768,6.855,2.954,1.371,8.277,4.858,1.655,0.972,4,0,7.657,2.567,1.914,0.642,5.593,2.907,1.398,0.727,4.714,3.185,1.179,0.796,11.814,10.069,2.954,2.517,6.621,5.332,1.655,1.333,58,57,0.983,3703,63.845,52.301,19.333,21.685,19,21.213,0.993,0.009,1234.333,1384.587,14.5,12.619,14.25,1,1,0,A
5,0.2,0,0,20,33.143,1.657,1.052,34.929,1.746,1.036,28.929,1.446,2.25,67.857,3.393,5.542,24.857,1.243,1.279,5,0,8.286,3.471,1.657,0.694,8.732,3.742,1.746,0.748,7.232,2.134,1.446,0.427,16.964,7.076,3.393,1.415,6.214,2.937,1.243,0.587,4,0,6.629,2.376,1.657,0.594,6.986,2.297,1.746,0.574,5.786,3.698,1.446,0.925,13.571,10.855,3.393,2.714,4.971,3.086,1.243,0.771,121,71,0.587,3996,33.025,29.117,30.25,29.252,17.75,15.287,0.8,0.222,999,888.329,24.2,20.576,14.2,2,2,0,A
5,0.2,1,0,19,51.429,2.707,3.278,29.714,1.564,2.745,27.857,1.466,2.269,123.143,6.481,8.65,18.857,0.992,1.134,4.75,0.433,12.857,6.439,2.784,1.465,7.429,4.595,1.673,1.232,6.964,2.902,1.518,0.732,30.786,17.28,6.732,4.054,4.714,2.412,1.043,0.628,3.8,0.4,10.286,9.763,2.648,2.401,5.943,6.187,1.502,1.534,5.571,4.296,1.462,1.06,24.629,22.126,6.398,5.441,3.771,1.916,0.986,0.459,52,27,0.519,1445,27.789,32.184,26,18,14,13,0.369,0.244,722.5,722.5,52,0,27,1,1,0,A
6,0.167,0,0,19,47.357,2.492,1.836,41.214,2.169,1.746,26.429,1.391,0.912,85.571,4.504,4.52,19.143,1.008,0.993,4.75,0.829,11.839,3.025,2.654,0.963,10.304,2.903,2.325,0.905,6.607,2.331,1.498,0.637,21.393,11.753,4.605,2.483,4.786,1.493,1.049,0.351,3.8,0.4,9.471,4.793,2.406,1.142,8.243,4.261,2.115,1.006,5.286,2.163,1.36,0.491,17.114,8.121,4.333,1.938,3.829,2.167,1.017,0.548,154,96,0.623,12580,81.688,134.585,38.5,23.005,24,5.431,0.797,0.296,3145,707.017,30.8,32.517,19.2,1,1,0,A
6,0.167,0,0,21,52.571,2.503,1.816,54.429,2.592,1.911,18.143,0.864,1.516,49.857,2.374,2.021,30.214,1.439,1.514,5.25,1.09,13.143,4.082,2.637,1.117,13.607,4.376,2.715,1.079,4.536,3.174,0.802,0.379,12.464,4.819,2.55,1.261,7.554,2.383,1.531,0.646,3.5,1.258,8.762,4.946,2.345,0.919,9.071,5.462,2.306,1.062,3.024,2.206,0.834,0.469,8.31,4.64,2.131,0.841,5.036,3.5,1.296,0.763,167,120,0.719,8259,49.455,53.611,41.75,24.994,30.25,19.537,0.832,0.28,2064.75,1433.893,33.4,20.422,24.4,1,1,0,A
6,0.167,0,0,23,57.5,2.5,1.246,50.071,2.177,1.029,24.357,1.059,1.485,103.929,4.519,4.484,24.643,1.071,1.241,5.75,0.433,14.375,6.904,2.554,1.282,12.518,5.674,2.22,1.05,6.089,2.335,1.069,0.409,25.982,18.789,4.739,3.666,6.161,3.491,1.114,0.699,3.833,0.373,9.583,2.189,2.509,0.531,8.345,2.521,2.186,0.622,4.06,3.278,1.029,0.807,17.321,8.505,4.481,2.036,4.107,3.465,1.082,0.873,208,196,0.942,16028,77.058,46.671,52,20.591,49,21.19,0.931,0.04,4007,2416.055,41.6,43.839,39.2,1,1,0,A
6,0,0,0,22,71.857,3.266,1.309,48.643,2.211,1.499,45.643,2.075,1.371,58.571,2.662,2.978,25.429,1.156,1.361,5.5,0.5,17.964,7.213,3.233,1.254,12.161,4.361,2.215,0.842,11.411,4.652,2.047,0.814,14.643,8.163,2.727,1.663,6.357,2.28,1.174,0.487,3.667,0.471,11.976,2.368,3.282,0.62,8.107,2.086,2.211,0.506,7.607,3.053,2.033,0.689,9.762,4.76,2.609,1.084,4.238,2.453,1.115,0.567,101,79,0.782,4161,41.198,53.572,25.25,18.267,20,17.073,0.832,0.198,1040.25,790.595,16.833,11.112,13.167,1,1,0,A
6,0.333,0,0,23,44.643,1.941,0.729,33.643,1.463,0.681,27.714,1.205,1.474,45.643,1.984,2.708,13.643,0.593,0.869,5.75,0.829,11.161,5.003,1.974,0.987,8.411,3.47,1.475,0.648,6.929,4.152,1.236,0.855,11.411,6.134,2.102,1.224,3.411,2.945,0.645,0.612,3.833,0.373,7.44,1.26,1.987,0.537,5.607,0.723,1.463,0.124,4.619,2.595,1.216,0.659,7.607,4.464,1.967,1.083,2.274,1.561,0.62,0.45,77,66,0.857,5097,66.195,63.811,19.25,17.34,16.5,14.098,0.924,0.078,1274.25,1546.414,38.5,15.5,33,2,2,0,F
7,0,0,0,28,73.214,2.615,0.773,64.5,2.304,0.472,17.429,0.622,0.806,115.429,4.122,4.386,21.571,0.77,1.146,7,0,18.304,7.243,2.615,1.035,16.125,6.571,2.304,0.939,4.357,1.234,0.622,0.176,28.857,15.838,4.122,2.263,5.393,2.625,0.77,0.375,4,0,10.459,1.121,2.615,0.28,9.214,0.787,2.304,0.197,2.49,1.463,0.622,0.366,16.49,8.732,4.122,2.183,3.082,3.105,0.77,0.776,181,171,0.945,12802,70.729,82.463,45.25,17.152,43,14.883,0.964,0.049,3200.5,840.954,25.857,19.91,24.429,1,1,0,A
3,0,0,1,12,43.286,3.607,1.979,35,2.917,1.7,22.571,1.881,1.675,46.429,3.869,4.375,19.143,1.595,2.326,3,0,10.821,5.123,3.607,1.708,8.75,4.323,2.917,1.441,5.643,1.361,1.881,0.454,11.607,5.517,3.869,1.839,4.786,1.437,1.595,0.479,4,0,14.429,4.102,3.607,1.026,11.667,1.675,2.917,0.419,7.524,2.572,1.881,0.643,15.476,5.546,3.869,1.386,6.381,3.042,1.595,0.761,463,222,0.48,14830,32.03,46.133,115.75,69.251,56.25,6.869,0.612,0.216,3707.5,639.211,77.167,85.31,37.333,1,0,1,A
3,0.333,0,1,12,24.714,2.06,1.181,22.857,1.905,2.957,25.086,2.09,3.273,54.429,4.536,5.515,3.786,0.315,0.749,3,0,6.179,1.664,2.06,0.555,5.714,1.321,1.905,0.44,6.271,5.24,2.09,1.747,13.607,14.777,4.536,4.926,0.946,0.333,0.315,0.111,4,0,8.238,2.584,2.06,0.646,7.619,4.341,1.905,1.085,8.362,6.734,2.09,1.684,18.143,9.525,4.536,2.381,1.262,1.587,0.315,0.397,233,151,0.648,9126,39.167,30.982,58.25,37.097,39,23.537,0.713,0.131,2281.5,1224.399,38.833,43.846,25.833,1,1,0,A
6,0.333,1,0,23,50.714,2.205,0.72,51.857,2.255,0.72,18,0.783,0.928,113.857,4.95,5.346,21.714,0.944,1.213,5.75,1.639,12.679,6.113,2.019,0.737,12.964,6.664,2.053,0.826,4.5,2.536,0.686,0.349,28.464,23.172,4.455,3.136,5.429,3.89,0.813,0.53,3.833,0.687,8.452,1.756,2.226,0.376,8.643,1.853,2.329,0.693,3,2.537,0.802,0.712,18.976,8.241,5.086,2.219,3.619,3.411,0.987,1.023,192,126,0.656,8918,46.448,73.081,48,42.071,32,17.692,0.828,0.185,2229.5,771.104,32,32.985,21.167,1,1,0,A
6,0.167,0,0,24,68,2.833,1.584,77.5,3.229,8.709,28.214,1.176,1.031,86,3.583,4.34,31.214,1.301,1.384,6,1.732,17,14.812,2.467,1.434,19.375,25.303,2.475,2.657,7.054,6.178,1.022,0.596,21.5,16.473,3.211,1.56,7.804,9.107,1.038,0.926,4,0,11.333,4.67,2.833,1.167,12.917,15.1,3.229,3.775,4.702,2.529,1.176,0.632,14.333,10.985,3.583,2.746,5.202,3.051,1.301,0.763,76,70,0.921,5221,68.697,59.386,19,10.77,17.5,10.235,0.94,0.104,1305.25,723.951,15.2,11.72,14,2,2,0,A
6,0.833,1,0,21,55.286,2.633,1.259,29.857,1.422,0.933,16.5,0.786,0.815,82.857,3.946,3.316,20.786,0.99,1.075,5.25,0.433,13.821,6.751,2.593,1.206,7.464,3.953,1.401,0.722,4.125,2.24,0.767,0.379,20.714,10.151,3.901,1.87,5.196,2.822,0.989,0.557,3.5,1.118,9.214,3.424,2.804,0.824,4.976,1.869,1.619,0.742,2.75,1.582,0.938,0.613,13.81,7.905,4.202,1.947,3.464,2.845,0.991,0.656,90,83,0.922,5706,63.4,75.876,22.5,18.035,21,16.628,0.96,0.042,1426.5,981.814,15,6.481,13.833,1,0,1,A
3,0.333,0,1,10,41.714,4.171,2.049,36.429,3.643,2.002,19.429,1.943,2.375,27,2.7,4.592,20.429,2.043,2.498,2.5,0.866,10.429,6.256,4.152,2.488,9.107,5.675,3.741,2.621,4.857,3.677,1.866,1.414,6.75,2.548,3.063,1.569,5.107,4.656,2.304,2.426,3.333,0.471,13.905,2.863,4.194,0.852,12.143,4.142,3.627,1.191,6.476,5.093,2.143,1.716,9,5.662,2.631,1.667,6.81,2.275,2.115,0.866,164,123,0.75,5107,31.14,37.871,41,15.05,31.75,14.872,0.741,0.105,1276.75,453.237,27.333,23.4,20.833,1,1,0,A
5,0.2,0,0,20,61.857,3.093,0.994,57.429,2.871,0.973,17,0.85,0.678,69.286,3.464,2.426,16.429,0.821,0.625,5,0,15.464,6.763,3.093,1.353,14.357,6.267,2.871,1.253,4.25,1.709,0.85,0.342,17.321,8.696,3.464,1.739,4.107,2.419,0.821,0.484,4,0,12.371,1.687,3.093,0.422,11.486,1.964,2.871,0.491,3.4,1.162,0.85,0.29,13.857,4.198,3.464,1.05,3.286,1.49,0.821,0.373,197,169,0.858,18776,95.31,107.244,49.25,15.023,42.5,9.862,0.891,0.104,4694,1213.017,39.4,26.31,34,0,0,0,A
5,0,0,0,20,31.357,1.568,1.344,26.714,1.336,0.654,40.143,2.007,2.651,69.571,3.479,5.311,12.143,0.607,0.444,5,0,7.839,2.858,1.568,0.572,6.679,2.985,1.336,0.597,10.036,4.124,2.007,0.825,17.393,13.709,3.479,2.742,3.036,1.51,0.607,0.302,4,0,6.271,1.442,1.568,0.36,5.343,0.988,1.336,0.247,8.029,4.306,2.007,1.077,13.914,12.313,3.479,3.078,2.429,0.478,0.607,0.12,93,93,1,4525,48.656,28.576,23.25,12.153,23.25,12.153,1,0,1131.25,317.029,23.25,28.261,23.25,0,0,0,A
5,0.4,1,0,18,60.643,3.369,1.859,58.214,3.234,1.917,13.714,0.762,1.902,70.857,3.937,4.171,11.286,0.627,1.242,4.5,0.5,15.161,7.846,3.221,1.417,14.554,7.094,3.107,1.262,3.429,1.906,0.782,0.487,17.714,16.022,3.629,3.138,2.821,1.188,0.618,0.252,3.6,0.49,12.129,5.142,3.377,1.237,11.643,5.123,3.265,1.286,2.743,2.348,0.75,0.63,14.171,6.289,4.117,1.961,2.257,1.9,0.657,0.525,304,273,0.898,13018,42.822,36.024,76,19.013,69.75,14.889,0.926,0.042,3254.5,774.233,60.8,37.043,55.2,0,0,0,A
5,0,0,0,20,36.429,1.821,1.013,31.429,1.571,0.862,22.357,1.118,1.355,84.536,4.227,4.523,13.571,0.679,1.387,5,0,9.107,4.82,1.821,0.964,7.857,4.445,1.571,0.889,5.589,3.634,1.118,0.727,21.134,18.026,4.227,3.605,3.393,1.314,0.679,0.263,4,0,7.286,2.082,1.821,0.52,6.286,1.054,1.571,0.263,4.471,1.714,1.118,0.429,16.907,9.247,4.227,2.312,2.714,2.169,0.679,0.542,118,112,0.949,6412,54.339,70.134,29.5,11.758,28.5,12.298,0.954,0.048,1603,750.144,23.6,16.812,22.4,0,0,0,A
6,0.167,0,0,24,105.357,4.39,2.344,77.5,3.229,2.076,20.429,0.851,1.256,104.357,4.348,3.946,21.714,0.905,0.898,6,0,26.339,13.202,4.39,2.2,19.375,9.998,3.229,1.666,5.107,3.274,0.851,0.546,26.089,15.565,4.348,2.594,5.429,2.401,0.905,0.4,4,0,17.56,4.851,4.39,1.213,12.917,4.379,3.229,1.095,3.405,2.533,0.851,0.633,17.393,9.769,4.348,2.442,3.619,2.229,0.905,0.557,111,91,0.82,10188,91.784,93.279,27.75,15.122,23.25,12.336,0.878,0.123,2547,1844.948,18.5,21.762,15.167,0,0,0,F
5,0,0,0,16,30.143,1.884,1.223,20.286,1.268,0.845,8,0.5,0.464,44,2.75,3.097,11.429,0.714,0.935,4,0.707,7.536,3.233,1.973,0.973,5.071,2.091,1.36,0.723,2,0.763,0.515,0.21,11,8.133,3.182,2.98,2.857,1.12,0.723,0.268,3.2,1.166,6.029,2.331,1.962,0.495,4.057,1.774,1.2,0.312,1.6,1.089,0.433,0.292,8.8,3.498,2.757,0.335,2.286,0.838,1.026,0.934,53,52,0.981,2148,40.528,22.36,13.25,10.133,13,9.823,0.99,0.017,537,400.133,10.6,7.838,10.4,0,0,0,A
6,0.333,1,0,23,47.643,2.071,0.931,44.357,1.929,1.305,22.214,0.966,1.508,129.571,5.634,3.77,16.786,0.73,1.147,5.75,1.09,11.911,4.689,2.232,1.003,11.089,5.029,2.113,1.105,5.554,1.447,1.032,0.38,32.393,10.068,6.047,2.471,4.196,1.904,0.783,0.384,3.833,0.373,7.94,2.396,2.051,0.524,7.393,2.887,1.904,0.665,3.702,4.112,0.936,1.021,21.595,9.147,5.554,2.131,2.798,3.326,0.703,0.829,164,155,0.945,9240,56.342,31.477,41,20.273,39,20.273,0.931,0.045,2310,1012.778,27.333,7.087,25.833,0,0,0,A
6,0,0,0,24,32.036,1.335,1.277,22.107,0.921,0.877,21.607,0.9,0.898,54.536,2.272,4.084,11.457,0.477,0.607,6,0,8.009,4.185,1.335,0.697,5.527,2.581,0.921,0.43,5.402,3.184,0.9,0.531,13.634,6.932,2.272,1.155,2.864,1.392,0.477,0.232,4,0,5.339,3.568,1.335,0.892,3.685,2.499,0.921,0.625,3.601,1.935,0.9,0.484,9.089,12.365,2.272,3.091,1.91,1.246,0.477,0.311,31,31,1,1690,54.516,29.798,10.333,2.357,10.333,2.357,1,0,563.333,214.408,7.75,8.258,7.75,0,0,0,F
7,0.143,0,0,19,33.286,1.752,1.563,20.571,1.083,1.228,29.429,1.549,1.538,152.714,8.038,12.766,32.286,1.699,2.253,6.333,2.625,11.095,7.166,1.652,0.564,6.857,5.084,0.971,0.362,9.81,7.99,1.31,0.582,50.905,40.443,6.905,2.756,10.762,10.777,1.333,0.896,2.714,0.7,4.755,2.813,1.707,0.668,2.939,2.492,1.02,0.613,4.204,2.355,1.454,0.549,21.816,21.792,7.673,7.052,4.612,4.106,1.774,1.765,128,100,0.781,6681,52.195,37.354,42.667,29.825,33.667,22.94,0.848,0.108,2227,1528.45,18.286,15.191,14.429,1,0,1,A
7,0.143,0,0,22,39.429,1.792,1.935,28.071,1.276,1.705,28.214,1.282,1.496,59.571,2.708,3.83,22.857,1.039,1.024,7.333,1.7,13.143,4.765,1.994,1.071,9.357,4.091,1.442,0.884,9.405,2.661,1.461,0.807,19.857,6.698,2.88,1.152,7.619,2.055,1.135,0.501,3.143,0.639,5.633,2.394,1.75,0.555,4.01,1.302,1.276,0.314,4.031,1.907,1.276,0.55,8.51,6.161,2.726,1.904,3.265,2.126,1.017,0.691,136,117,0.86,4107,30.199,17.687,45.333,9.031,39.333,7.409,0.87,0.011,1369,254.167,34,37.269,29.25,1,0,1,F
7,0.143,0,0,18,62.714,3.484,6.37,55.857,3.103,6.531,25.286,1.405,1.268,61.429,3.413,5.675,46.143,2.563,5.187,6,0.816,20.905,16.333,3.521,2.709,18.619,15.935,3.17,2.637,8.429,5.354,1.418,0.888,20.476,12.446,3.477,2.074,15.381,11.753,2.582,1.95,2.571,0.495,8.959,9.762,3.888,5.035,7.98,9.481,3.531,4.894,3.612,2.38,1.344,0.732,8.776,7.552,3.718,3.669,6.592,7.637,2.912,3.952,55,53,0.964,3386,61.564,36.738,18.333,6.944,18,6.976,0.981,0.026,1128.667,314.539,13.75,3.832,13.25,1,0,1,A
6,0.167,0,0,12,10.357,0.863,1.181,9.786,0.815,1.227,12.643,1.054,1.651,39.357,3.28,6.463,5,0.417,0.85,4,0,3.452,2.666,0.863,0.667,3.262,2.878,0.815,0.719,4.214,4.803,1.054,1.201,13.119,7.404,3.28,1.851,1.667,0.294,0.417,0.073,2,0.577,1.726,1.219,0.752,0.425,1.631,1.048,0.72,0.386,2.107,2.411,0.859,0.831,6.56,4.87,4.339,4.6,0.833,0.712,0.52,0.592,43,43,1,4523,105.186,126.759,14.333,6.236,14.333,6.236,1,0,1507.667,1089.794,7.167,4.74,7.167,1,1,0,A
7,0.143,0,0,17,39.286,2.311,1.607,29.857,1.756,2.002,15.286,0.899,1.5,50.286,2.958,4.088,8.214,0.483,0.746,5.667,0.943,13.095,5.907,2.358,1.211,9.952,4.028,1.805,0.857,5.095,1.592,0.965,0.395,16.762,5.834,2.939,0.94,2.738,1.602,0.515,0.344,2.429,0.728,5.612,1.517,2.449,0.723,4.265,1.672,1.891,0.968,2.184,1.192,0.833,0.445,7.184,3.605,3.289,1.674,1.173,1.174,0.478,0.535,69,67,0.971,5686,82.406,58.59,23,11.225,22.333,11.671,0.953,0.037,1895.333,1208.469,11.5,7.455,11.167,1,0,1,A
6,0.167,0,0,15,20.286,1.352,0.735,25.571,1.705,2.863,13.143,0.876,1.181,72.571,4.838,3.912,21.643,1.443,2.33,5,0.816,6.762,3.75,1.356,0.739,8.524,8.132,1.702,1.625,4.381,2.494,0.821,0.433,24.19,14.764,4.759,2.899,7.214,6.375,1.41,1.282,2.5,0.764,3.381,1.981,1.321,0.686,4.262,4.632,1.496,1.551,2.19,1.106,0.889,0.462,12.095,8.641,4.484,2.763,3.607,3.783,1.375,1.278,3,2,0.667,74,24.667,5.185,1.5,0.5,1,0,0.75,0.25,37,5,3,0,2,1,0,1,A
3,0.333,1,1,8,14.714,1.839,1.364,15.143,1.893,1.364,13.143,1.643,0.696,23.714,2.964,6.18,12.143,1.518,1.218,2.667,0.471,4.905,1.522,1.825,0.378,5.048,2.168,1.841,0.584,4.381,2.653,1.556,0.794,7.905,1.382,3.016,0.486,4.048,1.522,1.476,0.375,2.667,0.471,4.905,2.475,1.714,0.714,5.048,2.601,1.762,0.757,4.381,0.741,1.675,0.279,7.905,6.018,2.77,1.889,4.048,2.168,1.452,0.627,46,39,0.848,2377,51.674,51.889,15.333,11.47,13.333,11.441,0.87,0.161,792.333,704.064,15.333,9.809,13,1,0,1,A
5,0.2,0,0,15,24.857,1.657,1.254,20.857,1.39,1.095,10.286,0.686,0.876,22.857,1.524,1.843,7.429,0.495,0.699,5,0.816,8.286,1.941,1.647,0.258,6.952,1.755,1.39,0.29,3.429,1.432,0.658,0.173,7.619,2.316,1.49,0.214,2.476,1.133,0.493,0.218,3,0.632,4.971,2.558,1.612,0.768,4.171,2.011,1.376,0.626,2.057,1.689,0.671,0.489,4.571,2.17,1.502,0.674,1.486,1.569,0.481,0.437,2,1,0.5,78,39,0,2,0,1,0,0.5,0,78,0,2,0,1,1,1,0,A
5,0.2,1,0,15,17.214,1.148,0.946,14.071,0.938,0.891,16.643,1.11,0.91,31.714,2.114,1.642,9.714,0.648,0.573,5,0,5.738,2.416,1.148,0.483,4.69,1.841,0.938,0.368,5.548,1.666,1.11,0.333,10.571,3.696,2.114,0.739,3.238,0.794,0.648,0.159,3,0,3.443,1.223,1.148,0.408,2.814,1.561,0.938,0.52,3.329,1.727,1.11,0.576,6.343,1.708,2.114,0.569,1.943,1.009,0.648,0.336,50,46,0.92,2673,53.46,84.28,16.667,18.625,15.333,18.154,0.818,0.226,891,817.171,12.5,16.039,11.5,1,1,0,F
5,0.6,1,0,15,23.857,1.59,2.125,18.857,1.257,2.276,18.571,1.238,1.147,31,2.067,2.792,10.071,0.671,0.464,5,0.816,7.952,1.449,1.596,0.162,6.286,2.382,1.212,0.327,6.19,2.208,1.218,0.283,10.333,1.327,2.082,0.121,3.357,0.254,0.69,0.131,3,0,4.771,2.12,1.59,0.707,3.771,2.412,1.257,0.804,3.714,1.154,1.238,0.385,6.2,3.462,2.067,1.154,2.014,0.321,0.671,0.107,89,87,0.978,3342,37.551,28.444,29.667,12.037,29,11.576,0.982,0.013,1114,478.504,29.667,20.886,29,2,1,1,A
5,0,0,0,15,55.143,3.676,1.939,41.143,2.743,1.138,18.929,1.262,1.843,59.857,3.99,5.16,26.286,1.752,1.147,5,0,18.381,5.484,3.676,1.097,13.714,3.549,2.743,0.71,6.31,2.803,1.262,0.561,19.952,1.7,3.99,0.34,8.762,2.075,1.752,0.415,3,0,11.029,3.49,3.676,1.163,8.229,1.667,2.743,0.556,3.786,2.754,1.262,0.918,11.971,6.148,3.99,2.049,5.257,1.317,1.752,0.439,92,86,0.935,4868,52.913,37.714,30.667,4.784,28.667,5.437,0.929,0.04,1622.667,622.984,18.4,17.327,17.2,2,2,0,F
6,0,0,0,9,21.5,2.389,1.301,16.143,1.794,0.816,10.571,1.175,1.563,27.071,3.008,1.536,5.286,0.587,0.416,3,1.633,7.167,4.436,2.31,1.204,5.381,2.917,1.73,0.442,3.524,2.858,1.016,0.976,9.024,5.085,2.913,0.251,1.762,1.006,0.556,0.098,2.25,0.433,5.375,2.012,2.42,0.972,4.036,1.489,1.75,0.359,2.643,1.071,1.28,0.601,6.768,2.578,2.961,0.878,1.321,0.421,0.613,0.244,26,25,0.962,1006,38.692,21.144,8.667,3.3,8.333,3.399,0.958,0.059,335.333,177.862,8.667,1.7,8.333,1,0,1,F
