teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
3.000,0.000,0.000,1.000,12.000,43.286,3.607,1.979,35.000,2.917,1.700,22.571,1.881,1.675,46.429,3.869,4.375,19.143,1.595,2.326,3.000,0.000,10.821,5.123,3.607,1.708,8.750,4.323,2.917,1.441,5.643,1.361,1.881,0.454,11.607,5.517,3.869,1.839,4.786,1.437,1.595,0.479,4.000,0.000,14.429,4.102,3.607,1.026,11.667,1.675,2.917,0.419,7.524,2.572,1.881,0.643,15.476,5.546,3.869,1.386,6.381,3.042,1.595,0.761,463.000,222.000,0.480,14830.000,32.030,46.133,115.750,69.251,56.250,6.869,0.612,0.216,3707.500,639.211,77.167,85.310,37.333,1.000,0.000,1.000,A
3.000,0.333,0.000,1.000,12.000,24.714,2.060,1.181,22.857,1.905,2.957,25.086,2.090,3.273,54.429,4.536,5.515,3.786,0.315,0.749,3.000,0.000,6.179,1.664,2.060,0.555,5.714,1.321,1.905,0.440,6.271,5.240,2.090,1.747,13.607,14.777,4.536,4.926,0.946,0.333,0.315,0.111,4.000,0.000,8.238,2.584,2.060,0.646,7.619,4.341,1.905,1.085,8.362,6.734,2.090,1.684,18.143,9.525,4.536,2.381,1.262,1.587,0.315,0.397,233.000,151.000,0.648,9126.000,39.167,30.982,58.250,37.097,39.000,23.537,0.713,0.131,2281.500,1224.399,38.833,43.846,25.833,1.000,1.000,0.000,A
6.000,0.333,1.000,0.000,23.000,50.714,2.205,0.720,51.857,2.255,0.720,18.000,0.783,0.928,113.857,4.950,5.346,21.714,0.944,1.213,5.750,1.639,12.679,6.113,2.019,0.737,12.964,6.664,2.053,0.826,4.500,2.536,0.686,0.349,28.464,23.172,4.455,3.136,5.429,3.890,0.813,0.530,3.833,0.687,8.452,1.756,2.226,0.376,8.643,1.853,2.329,0.693,3.000,2.537,0.802,0.712,18.976,8.241,5.086,2.219,3.619,3.411,0.987,1.023,192.000,126.000,0.656,8918.000,46.448,73.081,48.000,42.071,32.000,17.692,0.828,0.185,2229.500,771.104,32.000,32.985,21.167,1.000,1.000,0.000,A
6.000,0.167,0.000,0.000,24.000,68.000,2.833,1.584,77.500,3.229,8.709,28.214,1.176,1.031,86.000,3.583,4.340,31.214,1.301,1.384,6.000,1.732,17.000,14.812,2.467,1.434,19.375,25.303,2.475,2.657,7.054,6.178,1.022,0.596,21.500,16.473,3.211,1.560,7.804,9.107,1.038,0.926,4.000,0.000,11.333,4.670,2.833,1.167,12.917,15.100,3.229,3.775,4.702,2.529,1.176,0.632,14.333,10.985,3.583,2.746,5.202,3.051,1.301,0.763,76.000,70.000,0.921,5221.000,68.697,59.386,19.000,10.770,17.500,10.235,0.940,0.104,1305.250,723.951,15.200,11.720,14.000,2.000,2.000,0.000,A
6.000,0.833,1.000,0.000,21.000,55.286,2.633,1.259,29.857,1.422,0.933,16.500,0.786,0.815,82.857,3.946,3.316,20.786,0.990,1.075,5.250,0.433,13.821,6.751,2.593,1.206,7.464,3.953,1.401,0.722,4.125,2.240,0.767,0.379,20.714,10.151,3.901,1.870,5.196,2.822,0.989,0.557,3.500,1.118,9.214,3.424,2.804,0.824,4.976,1.869,1.619,0.742,2.750,1.582,0.938,0.613,13.810,7.905,4.202,1.947,3.464,2.845,0.991,0.656,90.000,83.000,0.922,5706.000,63.400,75.876,22.500,18.035,21.000,16.628,0.960,0.042,1426.500,981.814,15.000,6.481,13.833,1.000,0.000,1.000,A
3.000,0.333,0.000,1.000,10.000,41.714,4.171,2.049,36.429,3.643,2.002,19.429,1.943,2.375,27.000,2.700,4.592,20.429,2.043,2.498,2.500,0.866,10.429,6.256,4.152,2.488,9.107,5.675,3.741,2.621,4.857,3.677,1.866,1.414,6.750,2.548,3.063,1.569,5.107,4.656,2.304,2.426,3.333,0.471,13.905,2.863,4.194,0.852,12.143,4.142,3.627,1.191,6.476,5.093,2.143,1.716,9.000,5.662,2.631,1.667,6.810,2.275,2.115,0.866,164.000,123.000,0.750,5107.000,31.140,37.871,41.000,15.050,31.750,14.872,0.741,0.105,1276.750,453.237,27.333,23.400,20.833,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,20.000,61.857,3.093,0.994,57.429,2.871,0.973,17.000,0.850,0.678,69.286,3.464,2.426,16.429,0.821,0.625,5.000,0.000,15.464,6.763,3.093,1.353,14.357,6.267,2.871,1.253,4.250,1.709,0.850,0.342,17.321,8.696,3.464,1.739,4.107,2.419,0.821,0.484,4.000,0.000,12.371,1.687,3.093,0.422,11.486,1.964,2.871,0.491,3.400,1.162,0.850,0.290,13.857,4.198,3.464,1.050,3.286,1.490,0.821,0.373,197.000,169.000,0.858,18776.000,95.310,107.244,49.250,15.023,42.500,9.862,0.891,0.104,4694.000,1213.017,39.400,26.310,34.000,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,20.000,31.357,1.568,1.344,26.714,1.336,0.654,40.143,2.007,2.651,69.571,3.479,5.311,12.143,0.607,0.444,5.000,0.000,7.839,2.858,1.568,0.572,6.679,2.985,1.336,0.597,10.036,4.124,2.007,0.825,17.393,13.709,3.479,2.742,3.036,1.510,0.607,0.302,4.000,0.000,6.271,1.442,1.568,0.360,5.343,0.988,1.336,0.247,8.029,4.306,2.007,1.077,13.914,12.313,3.479,3.078,2.429,0.478,0.607,0.120,93.000,93.000,1.000,4525.000,48.656,28.576,23.250,12.153,23.250,12.153,1.000,0.000,1131.250,317.029,23.250,28.261,23.250,0.000,0.000,0.000,A
5.000,0.400,1.000,0.000,18.000,60.643,3.369,1.859,58.214,3.234,1.917,13.714,0.762,1.902,70.857,3.937,4.171,11.286,0.627,1.242,4.500,0.500,15.161,7.846,3.221,1.417,14.554,7.094,3.107,1.262,3.429,1.906,0.782,0.487,17.714,16.022,3.629,3.138,2.821,1.188,0.618,0.252,3.600,0.490,12.129,5.142,3.377,1.237,11.643,5.123,3.265,1.286,2.743,2.348,0.750,0.630,14.171,6.289,4.117,1.961,2.257,1.900,0.657,0.525,304.000,273.000,0.898,13018.000,42.822,36.024,76.000,19.013,69.750,14.889,0.926,0.042,3254.500,774.233,60.800,37.043,55.200,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,20.000,36.429,1.821,1.013,31.429,1.571,0.862,22.357,1.118,1.355,84.536,4.227,4.523,13.571,0.679,1.387,5.000,0.000,9.107,4.820,1.821,0.964,7.857,4.445,1.571,0.889,5.589,3.634,1.118,0.727,21.134,18.026,4.227,3.605,3.393,1.314,0.679,0.263,4.000,0.000,7.286,2.082,1.821,0.520,6.286,1.054,1.571,0.263,4.471,1.714,1.118,0.429,16.907,9.247,4.227,2.312,2.714,2.169,0.679,0.542,118.000,112.000,0.949,6412.000,54.339,70.134,29.500,11.758,28.500,12.298,0.954,0.048,1603.000,750.144,23.600,16.812,22.400,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,24.000,105.357,4.390,2.344,77.500,3.229,2.076,20.429,0.851,1.256,104.357,4.348,3.946,21.714,0.905,0.898,6.000,0.000,26.339,13.202,4.390,2.200,19.375,9.998,3.229,1.666,5.107,3.274,0.851,0.546,26.089,15.565,4.348,2.594,5.429,2.401,0.905,0.400,4.000,0.000,17.560,4.851,4.390,1.213,12.917,4.379,3.229,1.095,3.405,2.533,0.851,0.633,17.393,9.769,4.348,2.442,3.619,2.229,0.905,0.557,111.000,91.000,0.820,10188.000,91.784,93.279,27.750,15.122,23.250,12.336,0.878,0.123,2547.000,1844.948,18.500,21.762,15.167,0.000,0.000,0.000,F
5.000,0.000,0.000,0.000,16.000,30.143,1.884,1.223,20.286,1.268,0.845,8.000,0.500,0.464,44.000,2.750,3.097,11.429,0.714,0.935,4.000,0.707,7.536,3.233,1.973,0.973,5.071,2.091,1.360,0.723,2.000,0.763,0.515,0.210,11.000,8.133,3.182,2.980,2.857,1.120,0.723,0.268,3.200,1.166,6.029,2.331,1.962,0.495,4.057,1.774,1.200,0.312,1.600,1.089,0.433,0.292,8.800,3.498,2.757,0.335,2.286,0.838,1.026,0.934,53.000,52.000,0.981,2148.000,40.528,22.360,13.250,10.133,13.000,9.823,0.990,0.017,537.000,400.133,10.600,7.838,10.400,0.000,0.000,0.000,A
6.000,0.333,1.000,0.000,23.000,47.643,2.071,0.931,44.357,1.929,1.305,22.214,0.966,1.508,129.571,5.634,3.770,16.786,0.730,1.147,5.750,1.090,11.911,4.689,2.232,1.003,11.089,5.029,2.113,1.105,5.554,1.447,1.032,0.380,32.393,10.068,6.047,2.471,4.196,1.904,0.783,0.384,3.833,0.373,7.940,2.396,2.051,0.524,7.393,2.887,1.904,0.665,3.702,4.112,0.936,1.021,21.595,9.147,5.554,2.131,2.798,3.326,0.703,0.829,164.000,155.000,0.945,9240.000,56.342,31.477,41.000,20.273,39.000,20.273,0.931,0.045,2310.000,1012.778,27.333,7.087,25.833,0.000,0.000,0.000,A
6.000,0.000,0.000,0.000,24.000,32.036,1.335,1.277,22.107,0.921,0.877,21.607,0.900,0.898,54.536,2.272,4.084,11.457,0.477,0.607,6.000,0.000,8.009,4.185,1.335,0.697,5.527,2.581,0.921,0.430,5.402,3.184,0.900,0.531,13.634,6.932,2.272,1.155,2.864,1.392,0.477,0.232,4.000,0.000,5.339,3.568,1.335,0.892,3.685,2.499,0.921,0.625,3.601,1.935,0.900,0.484,9.089,12.365,2.272,3.091,1.910,1.246,0.477,0.311,31.000,31.000,1.000,1690.000,54.516,29.798,10.333,2.357,10.333,2.357,1.000,0.000,563.333,214.408,7.750,8.258,7.750,0.000,0.000,0.000,F
7.000,0.143,0.000,0.000,19.000,33.286,1.752,1.563,20.571,1.083,1.228,29.429,1.549,1.538,152.714,8.038,12.766,32.286,1.699,2.253,6.333,2.625,11.095,7.166,1.652,0.564,6.857,5.084,0.971,0.362,9.810,7.990,1.310,0.582,50.905,40.443,6.905,2.756,10.762,10.777,1.333,0.896,2.714,0.700,4.755,2.813,1.707,0.668,2.939,2.492,1.020,0.613,4.204,2.355,1.454,0.549,21.816,21.792,7.673,7.052,4.612,4.106,1.774,1.765,128.000,100.000,0.781,6681.000,52.195,37.354,42.667,29.825,33.667,22.940,0.848,0.108,2227.000,1528.450,18.286,15.191,14.429,1.000,0.000,1.000,A
7.000,0.143,0.000,0.000,22.000,39.429,1.792,1.935,28.071,1.276,1.705,28.214,1.282,1.496,59.571,2.708,3.830,22.857,1.039,1.024,7.333,1.700,13.143,4.765,1.994,1.071,9.357,4.091,1.442,0.884,9.405,2.661,1.461,0.807,19.857,6.698,2.880,1.152,7.619,2.055,1.135,0.501,3.143,0.639,5.633,2.394,1.750,0.555,4.010,1.302,1.276,0.314,4.031,1.907,1.276,0.550,8.510,6.161,2.726,1.904,3.265,2.126,1.017,0.691,136.000,117.000,0.860,4107.000,30.199,17.687,45.333,9.031,39.333,7.409,0.870,0.011,1369.000,254.167,34.000,37.269,29.250,1.000,0.000,1.000,F
7.000,0.143,0.000,0.000,18.000,62.714,3.484,6.370,55.857,3.103,6.531,25.286,1.405,1.268,61.429,3.413,5.675,46.143,2.563,5.187,6.000,0.816,20.905,16.333,3.521,2.709,18.619,15.935,3.170,2.637,8.429,5.354,1.418,0.888,20.476,12.446,3.477,2.074,15.381,11.753,2.582,1.950,2.571,0.495,8.959,9.762,3.888,5.035,7.980,9.481,3.531,4.894,3.612,2.380,1.344,0.732,8.776,7.552,3.718,3.669,6.592,7.637,2.912,3.952,55.000,53.000,0.964,3386.000,61.564,36.738,18.333,6.944,18.000,6.976,0.981,0.026,1128.667,314.539,13.750,3.832,13.250,1.000,0.000,1.000,A
6.000,0.167,0.000,0.000,12.000,10.357,0.863,1.181,9.786,0.815,1.227,12.643,1.054,1.651,39.357,3.280,6.463,5.000,0.417,0.850,4.000,0.000,3.452,2.666,0.863,0.667,3.262,2.878,0.815,0.719,4.214,4.803,1.054,1.201,13.119,7.404,3.280,1.851,1.667,0.294,0.417,0.073,2.000,0.577,1.726,1.219,0.752,0.425,1.631,1.048,0.720,0.386,2.107,2.411,0.859,0.831,6.560,4.870,4.339,4.600,0.833,0.712,0.520,0.592,43.000,43.000,1.000,4523.000,105.186,126.759,14.333,6.236,14.333,6.236,1.000,0.000,1507.667,1089.794,7.167,4.740,7.167,1.000,1.000,0.000,A
7.000,0.143,0.000,0.000,17.000,39.286,2.311,1.607,29.857,1.756,2.002,15.286,0.899,1.500,50.286,2.958,4.088,8.214,0.483,0.746,5.667,0.943,13.095,5.907,2.358,1.211,9.952,4.028,1.805,0.857,5.095,1.592,0.965,0.395,16.762,5.834,2.939,0.940,2.738,1.602,0.515,0.344,2.429,0.728,5.612,1.517,2.449,0.723,4.265,1.672,1.891,0.968,2.184,1.192,0.833,0.445,7.184,3.605,3.289,1.674,1.173,1.174,0.478,0.535,69.000,67.000,0.971,5686.000,82.406,58.590,23.000,11.225,22.333,11.671,0.953,0.037,1895.333,1208.469,11.500,7.455,11.167,1.000,0.000,1.000,A
6.000,0.167,0.000,0.000,15.000,20.286,1.352,0.735,25.571,1.705,2.863,13.143,0.876,1.181,72.571,4.838,3.912,21.643,1.443,2.330,5.000,0.816,6.762,3.750,1.356,0.739,8.524,8.132,1.702,1.625,4.381,2.494,0.821,0.433,24.190,14.764,4.759,2.899,7.214,6.375,1.410,1.282,2.500,0.764,3.381,1.981,1.321,0.686,4.262,4.632,1.496,1.551,2.190,1.106,0.889,0.462,12.095,8.641,4.484,2.763,3.607,3.783,1.375,1.278,3.000,2.000,0.667,74.000,24.667,5.185,1.500,0.500,1.000,0.000,0.750,0.250,37.000,5.000,3.000,0.000,2.000,1.000,0.000,1.000,A
3.000,0.333,1.000,1.000,8.000,14.714,1.839,1.364,15.143,1.893,1.364,13.143,1.643,0.696,23.714,2.964,6.180,12.143,1.518,1.218,2.667,0.471,4.905,1.522,1.825,0.378,5.048,2.168,1.841,0.584,4.381,2.653,1.556,0.794,7.905,1.382,3.016,0.486,4.048,1.522,1.476,0.375,2.667,0.471,4.905,2.475,1.714,0.714,5.048,2.601,1.762,0.757,4.381,0.741,1.675,0.279,7.905,6.018,2.770,1.889,4.048,2.168,1.452,0.627,46.000,39.000,0.848,2377.000,51.674,51.889,15.333,11.470,13.333,11.441,0.870,0.161,792.333,704.064,15.333,9.809,13.000,1.000,0.000,1.000,A
5.000,0.200,0.000,0.000,15.000,24.857,1.657,1.254,20.857,1.390,1.095,10.286,0.686,0.876,22.857,1.524,1.843,7.429,0.495,0.699,5.000,0.816,8.286,1.941,1.647,0.258,6.952,1.755,1.390,0.290,3.429,1.432,0.658,0.173,7.619,2.316,1.490,0.214,2.476,1.133,0.493,0.218,3.000,0.632,4.971,2.558,1.612,0.768,4.171,2.011,1.376,0.626,2.057,1.689,0.671,0.489,4.571,2.170,1.502,0.674,1.486,1.569,0.481,0.437,2.000,1.000,0.500,78.000,39.000,0.000,2.000,0.000,1.000,0.000,0.500,0.000,78.000,0.000,2.000,0.000,1.000,1.000,1.000,0.000,A
5.000,0.200,1.000,0.000,15.000,17.214,1.148,0.946,14.071,0.938,0.891,16.643,1.110,0.910,31.714,2.114,1.642,9.714,0.648,0.573,5.000,0.000,5.738,2.416,1.148,0.483,4.690,1.841,0.938,0.368,5.548,1.666,1.110,0.333,10.571,3.696,2.114,0.739,3.238,0.794,0.648,0.159,3.000,0.000,3.443,1.223,1.148,0.408,2.814,1.561,0.938,0.520,3.329,1.727,1.110,0.576,6.343,1.708,2.114,0.569,1.943,1.009,0.648,0.336,50.000,46.000,0.920,2673.000,53.460,84.280,16.667,18.625,15.333,18.154,0.818,0.226,891.000,817.171,12.500,16.039,11.500,1.000,1.000,0.000,F
5.000,0.600,1.000,0.000,15.000,23.857,1.590,2.125,18.857,1.257,2.276,18.571,1.238,1.147,31.000,2.067,2.792,10.071,0.671,0.464,5.000,0.816,7.952,1.449,1.596,0.162,6.286,2.382,1.212,0.327,6.190,2.208,1.218,0.283,10.333,1.327,2.082,0.121,3.357,0.254,0.690,0.131,3.000,0.000,4.771,2.120,1.590,0.707,3.771,2.412,1.257,0.804,3.714,1.154,1.238,0.385,6.200,3.462,2.067,1.154,2.014,0.321,0.671,0.107,89.000,87.000,0.978,3342.000,37.551,28.444,29.667,12.037,29.000,11.576,0.982,0.013,1114.000,478.504,29.667,20.886,29.000,2.000,1.000,1.000,A
5.000,0.000,0.000,0.000,15.000,55.143,3.676,1.939,41.143,2.743,1.138,18.929,1.262,1.843,59.857,3.990,5.160,26.286,1.752,1.147,5.000,0.000,18.381,5.484,3.676,1.097,13.714,3.549,2.743,0.710,6.310,2.803,1.262,0.561,19.952,1.700,3.990,0.340,8.762,2.075,1.752,0.415,3.000,0.000,11.029,3.490,3.676,1.163,8.229,1.667,2.743,0.556,3.786,2.754,1.262,0.918,11.971,6.148,3.990,2.049,5.257,1.317,1.752,0.439,92.000,86.000,0.935,4868.000,52.913,37.714,30.667,4.784,28.667,5.437,0.929,0.040,1622.667,622.984,18.400,17.327,17.200,2.000,2.000,0.000,F
6.000,0.000,0.000,0.000,9.000,21.500,2.389,1.301,16.143,1.794,0.816,10.571,1.175,1.563,27.071,3.008,1.536,5.286,0.587,0.416,3.000,1.633,7.167,4.436,2.310,1.204,5.381,2.917,1.730,0.442,3.524,2.858,1.016,0.976,9.024,5.085,2.913,0.251,1.762,1.006,0.556,0.098,2.250,0.433,5.375,2.012,2.420,0.972,4.036,1.489,1.750,0.359,2.643,1.071,1.280,0.601,6.768,2.578,2.961,0.878,1.321,0.421,0.613,0.244,26.000,25.000,0.962,1006.000,38.692,21.144,8.667,3.300,8.333,3.399,0.958,0.059,335.333,177.862,8.667,1.700,8.333,1.000,0.000,1.000,F
4.000,0.250,1.000,0.000,6.000,21.143,3.524,2.687,21.143,3.524,2.687,15.143,2.524,3.543,33.357,5.560,4.337,8.143,1.357,0.373,2.000,0.816,7.048,4.411,3.302,1.984,7.048,4.411,3.302,1.984,5.048,5.691,2.405,2.910,11.119,7.297,5.171,3.375,2.714,1.414,1.262,0.288,2.000,0.816,7.048,2.088,4.881,3.640,7.048,2.088,4.881,3.640,5.048,4.083,4.190,4.240,11.119,3.403,7.687,5.374,2.714,0.728,1.484,0.365,103.000,71.000,0.689,5765.000,55.971,40.126,34.333,20.072,24.000,13.367,0.704,0.046,1921.667,1154.013,25.750,26.985,17.750,2.000,2.000,0.000,F
6.000,0.500,1.000,0.000,18.000,32.179,1.788,1.983,24.036,1.335,1.203,14.357,0.798,1.710,70.286,3.905,6.011,8.643,0.480,0.946,6.000,0.816,10.726,2.002,1.839,0.518,8.012,0.951,1.348,0.157,4.786,1.682,0.783,0.238,23.429,11.447,3.812,1.799,2.881,1.490,0.454,0.192,3.000,0.000,5.363,5.207,1.788,1.736,4.006,2.429,1.335,0.810,2.393,4.131,0.798,1.377,11.714,10.358,3.905,3.453,1.440,1.702,0.480,0.567,175.000,162.000,0.926,11041.000,63.091,50.622,87.500,39.500,81.500,36.500,0.933,0.004,5520.500,2437.500,29.167,23.773,27.000,1.000,1.000,0.000,A
5.000,0.400,0.000,0.000,13.000,16.071,1.236,0.855,17.857,1.374,1.475,10.857,0.835,1.439,88.714,6.824,9.773,9.500,0.731,1.420,4.333,2.055,5.357,2.354,1.283,0.159,5.952,3.174,1.368,0.172,3.619,3.024,0.707,0.293,29.571,25.820,5.629,2.665,3.167,3.064,0.607,0.344,2.600,0.490,3.214,1.169,1.248,0.423,3.571,1.829,1.367,0.598,2.171,2.417,0.914,1.115,17.743,13.244,6.505,4.261,1.900,1.988,0.693,0.648,155.000,151.000,0.974,9871.000,63.684,47.827,77.500,3.500,76.000,3.000,0.981,0.006,4935.500,283.500,31.000,25.417,30.200,2.000,1.000,1.000,F
6.000,0.167,0.000,0.000,19.000,79.429,4.180,2.637,70.143,3.692,2.490,27.857,1.466,1.744,71.857,3.782,3.388,31.571,1.662,1.755,6.333,2.494,26.476,16.516,3.890,1.108,23.381,13.608,3.522,0.855,9.286,4.626,1.369,0.261,23.952,12.765,3.641,0.677,10.524,7.732,1.444,0.639,3.167,0.898,13.238,5.373,4.304,1.603,11.690,4.847,3.673,1.143,4.643,3.243,1.399,0.916,11.976,7.753,3.758,1.744,5.262,3.515,1.825,1.264,141.000,125.000,0.887,5904.000,41.872,31.271,47.000,20.050,42.667,16.977,0.922,0.049,1968.000,515.727,28.200,13.121,25.000,0.000,0.000,0.000,A
4.000,0.000,0.000,1.000,7.000,9.786,1.398,1.781,3.643,0.520,0.995,4.221,0.603,1.066,12.457,1.780,1.920,2.186,0.312,0.721,2.333,1.247,3.262,1.899,1.744,1.252,1.214,0.562,0.768,0.672,1.407,0.648,0.620,0.093,4.152,4.228,1.520,0.910,0.729,0.488,0.471,0.484,2.333,0.471,3.262,1.758,1.337,0.592,1.214,0.688,0.488,0.190,1.407,0.443,0.652,0.281,4.152,3.437,1.963,1.794,0.729,0.521,0.298,0.215,44.000,42.000,0.955,3316.000,75.364,47.887,14.667,9.031,14.000,8.602,0.966,0.026,1105.333,623.344,8.800,4.956,8.400,0.000,0.000,0.000,F
4.000,0.250,0.000,1.000,7.000,3.643,0.520,1.825,4.000,0.571,1.522,5.071,0.724,1.295,6.429,0.918,2.416,1.714,0.245,1.050,2.333,0.471,1.214,1.290,0.607,0.645,1.333,0.906,0.611,0.479,1.690,1.179,0.679,0.430,2.143,1.525,1.071,0.763,0.571,0.808,0.286,0.404,2.333,0.471,1.214,1.717,0.607,0.859,1.333,1.052,0.587,0.531,1.690,1.863,0.607,0.603,2.143,1.750,0.952,0.891,0.571,0.808,0.286,0.404,44.000,26.000,0.591,1133.000,25.750,48.035,14.667,13.123,9.000,5.888,0.797,0.206,377.667,173.771,14.667,10.625,8.667,0.000,0.000,0.000,F
4.000,0.000,0.000,1.000,10.000,24.143,2.414,1.685,14.714,1.471,1.136,21.429,2.143,1.221,24.571,2.457,4.051,9.571,0.957,1.200,3.333,0.471,8.048,4.274,2.321,1.048,4.905,2.403,1.413,0.531,7.143,4.854,1.992,1.069,8.190,4.056,2.452,1.284,3.190,1.362,0.925,0.278,3.333,0.471,8.048,1.592,2.397,0.137,4.905,0.936,1.532,0.448,7.143,3.442,2.063,0.782,8.190,4.917,2.643,1.731,3.190,1.808,1.036,0.637,45.000,41.000,0.911,2069.000,45.978,50.472,15.000,9.092,14.000,8.287,0.950,0.036,689.667,206.275,15.000,9.274,14.000,0.000,0.000,0.000,F
7.000,0.143,0.000,0.000,19.000,54.571,2.872,1.334,47.286,2.489,0.993,31.857,1.677,2.299,78.000,4.105,4.278,27.429,1.444,1.868,6.333,0.471,18.190,6.243,2.918,1.121,15.762,5.249,2.519,0.931,10.619,3.267,1.668,0.491,26.000,7.208,4.180,1.354,9.143,3.112,1.473,0.566,3.167,0.373,9.095,1.068,2.895,0.388,7.881,1.511,2.480,0.313,5.310,4.084,1.671,1.335,13.000,6.003,4.024,1.602,4.571,2.867,1.478,0.981,261.000,252.000,0.966,18430.000,70.613,51.392,87.000,4.243,84.333,6.944,0.968,0.045,6143.333,1226.305,43.500,33.584,42.000,0.000,0.000,0.000,A
5.000,0.200,1.000,0.000,15.000,15.857,1.057,0.800,13.929,0.929,0.704,9.000,0.600,1.008,15.357,1.024,1.825,3.143,0.210,0.435,5.000,0.000,5.286,2.526,1.057,0.505,4.643,2.096,0.929,0.419,3.000,0.758,0.600,0.152,5.119,2.891,1.024,0.578,1.048,0.542,0.210,0.108,3.000,0.000,3.171,0.481,1.057,0.160,2.786,0.503,0.929,0.168,1.800,1.486,0.600,0.495,3.071,3.171,1.024,1.057,0.629,0.524,0.210,0.175,22.000,16.000,0.727,1074.000,48.818,26.638,11.000,2.000,8.000,0.000,0.752,0.137,537.000,174.000,7.333,2.055,5.333,0.000,0.000,0.000,A
5.000,0.600,1.000,0.000,14.000,15.500,1.107,0.480,15.071,1.077,0.470,15.429,1.102,1.050,35.429,2.531,3.694,9.829,0.702,0.606,4.667,1.247,5.167,2.395,1.040,0.254,5.024,2.577,0.992,0.316,5.143,2.598,1.016,0.324,11.810,6.392,2.296,0.909,3.276,2.479,0.604,0.379,2.800,0.400,3.100,0.254,1.133,0.201,3.014,0.114,1.105,0.201,3.086,1.577,1.162,0.655,7.086,6.425,2.495,2.094,1.966,1.111,0.789,0.624,74.000,68.000,0.919,2863.000,38.689,20.147,24.667,7.409,22.667,6.650,0.921,0.017,954.333,215.509,37.000,6.000,34.000,0.000,0.000,0.000,A
